sales_order_id,order_date,customer_id,sales_channel,order_status,payment_method,subtotal,discount_total,tax_total,order_total,created_date
MS-002904,2025-07-07,9432,Market Stall,Shipped,Coin,189.72,8.75,13.2,202.92,2025-07-07
MS-002905,2025-08-20,9996,Market Stall,Open,Coin,250.06,4.43,15.63,265.69,2025-08-20
MS-002906,2025-07-29,8154,Market Stall,Shipped,Coin,131.08,5.62,8.19,139.27,2025-07-29
MS-002907,2025-09-21,7516,Market Stall,Closed,Coin,342.94,17.15,30.87,373.81,2025-09-21
MS-002908,2025-08-01,7272,Market Stall,Closed,Coin,48.54,2.23,3.03,51.58,2025-08-01
MS-002909,2025-09-11,9928,Market Stall,Closed,Coin,130.26,3.43,8.26,138.51,2025-09-11
MS-002910,2025-07-21,9763,Market Stall,Closed,Coin,127.17,4.27,8.37,135.55,2025-07-21
MS-002911,2025-08-21,8957,Market Stall,Closed,Coin,31.43,1.95,1.96,33.39,2025-08-21
MS-002912,2025-08-19,8419,Market Stall,Closed,Coin,123.64,4.8,10.43,134.07,2025-08-19
MS-002913,2025-08-06,7009,Market Stall,Closed,Coin,83.03,5.28,5.19,88.22,2025-08-06
MS-002914,2025-09-13,8965,Market Stall,Shipped,Coin,148.71,3.11,9.29,158.0,2025-09-13
MS-002915,2025-08-28,9542,Market Stall,Shipped,Coin,45.92,1.68,2.87,48.79,2025-08-28
MS-002916,2025-07-31,8981,Market Stall,Shipped,Coin,226.27,11.85,17.8,244.07,2025-07-31
MS-002917,2025-09-13,9298,Market Stall,Closed,Coin,130.9,3.97,8.18,139.09,2025-09-13
MS-002918,2025-09-09,8343,Market Stall,Closed,Coin,78.34,5.16,4.9,83.23,2025-09-09
MS-002919,2025-09-04,7421,Market Stall,Closed,Coin,108.59,3.7,8.93,117.51,2025-09-04
MS-002920,2025-07-27,7198,Market Stall,Closed,Coin,276.49,9.58,20.79,297.28,2025-07-27
MS-002921,2025-09-16,8013,Market Stall,Shipped,Coin,229.37,8.35,14.34,243.71,2025-09-16
MS-002922,2025-08-08,8900,Market Stall,Shipped,Coin,94.02,3.86,6.92,100.94,2025-08-08
MS-002923,2025-08-30,10291,Market Stall,Closed,Coin,95.5,2.75,5.97,101.47,2025-08-30
MS-002924,2025-07-22,7059,Market Stall,Shipped,Coin,67.28,1.06,4.21,71.49,2025-07-22
MS-002925,2025-08-08,7352,Market Stall,Closed,Coin,135.32,5.11,8.46,143.77,2025-08-08
MS-002926,2025-09-26,8675,Market Stall,Closed,Coin,112.33,6.31,8.69,121.02,2025-09-26
MS-002927,2025-07-10,8052,Market Stall,Closed,Coin,113.14,5.92,7.36,120.5,2025-07-10
MS-002928,2025-08-20,8577,Market Stall,Closed,Coin,176.44,6.04,11.03,187.47,2025-08-20
MS-002929,2025-07-04,10410,Market Stall,Shipped,Coin,203.85,6.53,15.02,218.87,2025-07-04
MS-002930,2025-07-05,9315,Market Stall,Shipped,Coin,156.34,7.97,9.77,166.11,2025-07-05
MS-002931,2025-08-09,9502,Market Stall,Closed,Coin,120.08,6.21,8.64,128.72,2025-08-09
MS-002932,2025-07-03,9593,Market Stall,Closed,Coin,399.91,21.8,36.3,436.21,2025-07-03
MS-002933,2025-07-21,7739,Market Stall,Closed,Coin,62.75,3.64,5.11,67.87,2025-07-21
MS-002934,2025-07-10,8208,Market Stall,Shipped,Coin,132.99,4.86,9.96,142.95,2025-07-10
MS-002935,2025-09-07,8545,Market Stall,Closed,Coin,155.59,5.9,9.98,165.57,2025-09-07
MS-002936,2025-09-10,7406,Market Stall,Closed,Coin,36.68,1.43,2.75,39.43,2025-09-10
MS-002937,2025-09-02,7326,Market Stall,Closed,Coin,99.6,2.13,6.65,106.25,2025-09-02
MS-002938,2025-09-24,7839,Market Stall,Open,Coin,84.02,2.52,5.25,89.27,2025-09-24
MS-002939,2025-08-18,8020,Market Stall,Closed,Coin,209.15,8.36,14.59,223.74,2025-08-18
MS-002940,2025-08-08,9537,Market Stall,Shipped,Coin,87.6,5.53,5.47,93.07,2025-08-08
MS-002941,2025-07-17,8752,Market Stall,Open,Coin,111.96,5.99,7.67,119.64,2025-07-17
MS-002942,2025-07-10,7390,Market Stall,Open,Coin,53.92,1.77,3.37,57.29,2025-07-10
MS-002943,2025-08-05,8273,Market Stall,Closed,Coin,74.44,2.71,4.65,79.09,2025-08-05
MS-002944,2025-09-19,8192,Market Stall,Shipped,Coin,148.12,4.87,9.26,157.38,2025-09-19
MS-002945,2025-07-31,8096,Market Stall,Closed,Coin,90.54,2.69,6.25,96.79,2025-07-31
MS-002946,2025-09-26,10352,Market Stall,Shipped,Coin,90.22,3.29,5.64,95.86,2025-09-26
MS-002947,2025-07-24,10080,Market Stall,Shipped,Coin,100.06,3.44,6.25,106.31,2025-07-24
MS-002948,2025-09-12,7336,Market Stall,Shipped,Coin,30.04,0.94,2.32,32.37,2025-09-12
MS-002949,2025-08-01,7422,Market Stall,Closed,Coin,73.09,4.14,4.57,77.66,2025-08-01
MS-002950,2025-09-24,8084,Market Stall,Closed,Coin,54.1,1.69,3.38,57.48,2025-09-24
MS-002951,2025-09-05,7339,Market Stall,Shipped,Coin,93.74,4.48,5.86,99.6,2025-09-05
MS-002952,2025-08-03,8356,Market Stall,Closed,Coin,130.53,3.89,9.38,139.91,2025-08-03
MS-002953,2025-07-20,10492,Market Stall,Shipped,Coin,185.55,11.92,11.6,197.15,2025-07-20
MS-002954,2025-07-17,9569,Market Stall,Open,Coin,32.3,0.86,2.02,34.32,2025-07-17
MS-002955,2025-08-08,8657,Market Stall,Closed,Coin,265.52,9.67,17.74,283.26,2025-08-08
MS-002956,2025-07-24,9232,Market Stall,Closed,Coin,37.92,2.41,2.37,40.29,2025-07-24
MS-002957,2025-09-21,10322,Market Stall,Shipped,Coin,227.71,9.94,17.41,245.13,2025-09-21
MS-002958,2025-08-17,9496,Market Stall,Closed,Coin,70.8,3.89,4.43,75.23,2025-08-17
MS-002959,2025-08-27,8031,Market Stall,Closed,Coin,110.14,7.86,7.36,117.5,2025-08-27
MS-002960,2025-09-09,8094,Market Stall,Closed,Coin,145.83,4.09,10.05,155.88,2025-09-09
MS-002961,2025-08-02,9154,Market Stall,Shipped,Coin,108.82,5.75,6.8,115.62,2025-08-02
MS-002962,2025-07-20,7409,Market Stall,Closed,Coin,260.41,9.04,21.71,282.12,2025-07-20
MS-002963,2025-07-11,10541,Market Stall,Closed,Coin,374.69,18.02,33.51,408.2,2025-07-11
MS-002964,2025-08-14,7032,Market Stall,Closed,Coin,135.55,8.26,8.47,144.03,2025-08-14
MS-002965,2025-07-07,8445,Market Stall,Shipped,Coin,134.18,8.92,9.97,144.15,2025-07-07
MS-002966,2025-08-30,9984,Market Stall,Closed,Coin,98.2,4.93,6.14,104.34,2025-08-30
MS-002967,2025-08-07,9701,Market Stall,Shipped,Coin,150.35,10.24,9.4,159.75,2025-08-07
MS-002968,2025-09-08,9707,Market Stall,Closed,Coin,88.05,2.76,5.5,93.56,2025-09-08
MS-002969,2025-08-21,8149,Market Stall,Open,Coin,151.44,3.31,9.8,161.25,2025-08-21
MS-002970,2025-08-14,8693,Market Stall,Closed,Coin,71.85,2.51,4.49,76.34,2025-08-14
MS-002971,2025-08-13,8047,Market Stall,Shipped,Coin,207.17,6.95,12.95,220.12,2025-08-13
MS-002972,2025-07-09,10489,Market Stall,Shipped,Coin,262.99,15.81,23.4,286.39,2025-07-09
MS-002973,2025-07-15,7749,Market Stall,Closed,Coin,139.12,5.25,8.7,147.82,2025-07-15
MS-002974,2025-07-31,7765,Market Stall,Open,Coin,131.24,6.53,8.2,139.45,2025-07-31
MS-002975,2025-08-14,7481,Market Stall,Closed,Coin,143.86,7.57,8.99,152.85,2025-08-14
MS-002976,2025-08-19,10536,Market Stall,Closed,Coin,83.14,2.95,7.49,90.62,2025-08-19
MS-002977,2025-07-23,8251,Market Stall,Closed,Coin,123.71,6.77,8.28,131.99,2025-07-23
MS-002978,2025-07-23,9294,Market Stall,Shipped,Coin,171.18,7.74,12.08,183.26,2025-07-23
MS-002979,2025-09-08,7132,Market Stall,Shipped,Coin,50.49,2.23,4.59,55.08,2025-09-08
MS-002980,2025-07-10,8562,Market Stall,Shipped,Coin,102.2,4.7,8.32,110.52,2025-07-10
MS-002981,2025-08-11,9204,Market Stall,Closed,Coin,81.26,3.58,5.08,86.34,2025-08-11
MS-002982,2025-08-06,10591,Market Stall,Closed,Coin,104.09,4.54,7.25,111.34,2025-08-06
MS-002983,2025-07-03,9119,Market Stall,Closed,Coin,152.59,6.53,9.54,162.13,2025-07-03
MS-002984,2025-08-04,9935,Market Stall,Shipped,Coin,66.0,4.71,4.41,70.41,2025-08-04
MS-002985,2025-08-10,7143,Market Stall,Closed,Coin,30.87,0.95,1.93,32.79,2025-08-10
MS-002986,2025-08-24,8101,Market Stall,Closed,Coin,132.26,5.76,9.1,141.36,2025-08-24
MS-002987,2025-08-29,9866,Market Stall,Shipped,Coin,159.78,10.27,11.34,171.12,2025-08-29
MS-002988,2025-08-21,7219,Market Stall,Open,Coin,377.42,11.49,28.12,405.53,2025-08-21
MS-002989,2025-07-05,7050,Market Stall,Closed,Coin,203.05,12.57,12.69,215.74,2025-07-05
MS-002990,2025-07-11,8787,Market Stall,Shipped,Coin,109.68,2.56,9.72,119.39,2025-07-11
MS-002991,2025-09-12,7317,Market Stall,Closed,Coin,38.05,2.84,2.38,40.43,2025-09-12
MS-002992,2025-09-07,8379,Market Stall,Closed,Coin,273.13,12.7,23.36,296.48,2025-09-07
MS-002993,2025-07-15,8403,Market Stall,Closed,Coin,243.33,5.61,18.02,261.35,2025-07-15
MS-002994,2025-08-07,9881,Market Stall,Closed,Coin,107.36,3.59,6.83,114.19,2025-08-07
MS-002995,2025-08-29,7071,Market Stall,Closed,Coin,142.99,3.17,10.19,153.19,2025-08-29
MS-002996,2025-09-20,9321,Market Stall,Shipped,Coin,61.68,4.27,4.39,66.07,2025-09-20
MS-002997,2025-09-04,9316,Market Stall,Shipped,Coin,98.06,2.86,6.13,104.19,2025-09-04
MS-002998,2025-07-07,8357,Market Stall,Shipped,Coin,79.27,5.54,5.85,85.12,2025-07-07
MS-002999,2025-08-16,9558,Market Stall,Open,Coin,186.76,8.9,11.67,198.43,2025-08-16
MS-003000,2025-07-30,9847,Market Stall,Closed,Coin,226.81,8.34,20.21,247.02,2025-07-30
MS-003001,2025-08-31,8294,Market Stall,Closed,Coin,161.97,9.23,10.12,172.09,2025-08-31
MS-003002,2025-09-06,10059,Market Stall,Closed,Coin,167.54,7.82,10.47,178.01,2025-09-06
MS-003003,2025-09-08,7348,Market Stall,Closed,Coin,48.55,2.77,3.43,51.98,2025-09-08
MS-003004,2025-09-25,7845,Market Stall,Shipped,Coin,254.94,8.28,19.11,274.05,2025-09-25
MS-003005,2025-08-11,8957,Market Stall,Closed,Coin,134.11,3.27,8.38,142.49,2025-08-11
MS-003006,2025-08-04,9691,Market Stall,Closed,Coin,62.15,1.09,4.99,67.14,2025-08-04
MS-003007,2025-09-18,8417,Market Stall,Closed,Coin,117.49,4.17,8.25,125.74,2025-09-18
MS-003008,2025-09-27,8170,Market Stall,Shipped,Coin,95.12,3.99,5.95,101.07,2025-09-27
MS-003009,2025-08-08,9967,Market Stall,Shipped,Coin,307.32,17.45,23.86,331.19,2025-08-08
MS-003010,2025-08-05,7275,Market Stall,Shipped,Coin,127.74,4.6,10.0,137.75,2025-08-05
MS-003011,2025-07-16,9465,Market Stall,Closed,Coin,99.66,3.88,6.23,105.88,2025-07-16
MS-003012,2025-08-07,10391,Market Stall,Shipped,Coin,395.79,13.68,28.59,424.39,2025-08-07
MS-003013,2025-08-22,7693,Market Stall,Closed,Coin,90.08,5.3,5.63,95.71,2025-08-22
MS-003014,2025-07-09,10018,Market Stall,Shipped,Coin,127.3,7.63,9.81,137.11,2025-07-09
MS-003015,2025-07-24,8784,Market Stall,Closed,Coin,112.45,4.68,7.03,119.48,2025-07-24
MS-003016,2025-09-26,8479,Market Stall,Closed,Coin,87.47,4.93,5.47,92.94,2025-09-26
MS-003017,2025-08-21,8727,Market Stall,Closed,Coin,45.37,0.67,2.84,48.21,2025-08-21
MS-003018,2025-07-30,7948,Market Stall,Closed,Coin,107.2,6.35,7.44,114.64,2025-07-30
MS-003019,2025-09-23,9754,Market Stall,Shipped,Coin,169.31,2.32,12.02,181.33,2025-09-23
MS-003020,2025-07-05,7449,Market Stall,Shipped,Coin,75.79,3.39,5.21,80.99,2025-07-05
MS-003021,2025-09-05,8026,Market Stall,Shipped,Coin,73.92,2.64,4.83,78.75,2025-09-05
MS-003022,2025-07-30,7944,Market Stall,Shipped,Coin,55.62,3.34,3.48,59.09,2025-07-30
MS-003023,2025-09-17,9247,Market Stall,Open,Coin,98.13,2.75,6.13,104.26,2025-09-17
MS-003024,2025-09-03,8141,Market Stall,Closed,Coin,132.08,7.03,10.15,142.23,2025-09-03
MS-003025,2025-09-17,9772,Market Stall,Closed,Coin,77.52,4.83,4.84,82.36,2025-09-17
MS-003026,2025-09-28,8372,Market Stall,Closed,Coin,175.87,5.75,12.78,188.66,2025-09-28
MS-003027,2025-08-05,7590,Market Stall,Closed,Coin,82.43,3.85,5.15,87.59,2025-08-05
MS-003028,2025-09-19,9670,Market Stall,Closed,Coin,76.51,3.0,5.76,82.28,2025-09-19
MS-003029,2025-07-28,7165,Market Stall,Shipped,Coin,205.2,8.92,12.82,218.02,2025-07-28
MS-003030,2025-08-01,9366,Market Stall,Closed,Coin,158.59,6.42,10.57,169.17,2025-08-01
MS-003031,2025-09-08,9679,Market Stall,Shipped,Coin,93.6,0.98,5.85,99.45,2025-09-08
MS-003032,2025-07-31,7305,Market Stall,Closed,Coin,177.37,4.69,12.53,189.89,2025-07-31
MS-003033,2025-09-22,9812,Market Stall,Shipped,Coin,149.22,3.64,12.1,161.32,2025-09-22
MS-003034,2025-07-06,10419,Market Stall,Shipped,Coin,107.95,6.16,6.75,114.69,2025-07-06
MS-003035,2025-09-22,9388,Market Stall,Closed,Coin,103.1,5.33,6.44,109.54,2025-09-22
MS-003036,2025-07-03,10397,Market Stall,Closed,Coin,89.29,4.37,5.58,94.87,2025-07-03
MS-003037,2025-09-26,10186,Market Stall,Open,Coin,47.13,0.94,2.95,50.07,2025-09-26
MS-003038,2025-09-13,9488,Market Stall,Closed,Coin,248.84,7.64,24.19,273.03,2025-09-13
MS-003039,2025-07-09,9098,Market Stall,Closed,Coin,160.41,3.1,10.03,170.44,2025-07-09
MS-003040,2025-07-23,7497,Market Stall,Closed,Coin,118.9,4.83,7.43,126.33,2025-07-23
MS-003041,2025-08-14,7784,Market Stall,Shipped,Coin,79.39,3.56,4.96,84.35,2025-08-14
MS-003042,2025-09-29,10239,Market Stall,Shipped,Coin,189.69,5.19,13.24,202.94,2025-09-29
MS-003043,2025-09-21,7064,Market Stall,Closed,Coin,53.29,2.71,3.6,56.89,2025-09-21
MS-003044,2025-09-09,9899,Market Stall,Closed,Coin,40.74,0.88,3.03,43.78,2025-09-09
MS-003045,2025-08-30,8766,Market Stall,Shipped,Coin,136.2,5.36,9.19,145.4,2025-08-30
MS-003046,2025-08-14,10232,Market Stall,Closed,Coin,128.71,7.12,9.54,138.25,2025-08-14
MS-003047,2025-07-12,7346,Market Stall,Closed,Coin,86.15,4.82,5.96,92.11,2025-07-12
MS-003048,2025-07-04,10113,Market Stall,Closed,Coin,176.52,12.95,12.49,189.01,2025-07-04
MS-003049,2025-08-21,8645,Market Stall,Shipped,Coin,80.68,5.12,5.56,86.25,2025-08-21
MS-003050,2025-08-08,10304,Market Stall,Closed,Coin,78.76,4.11,5.46,84.22,2025-08-08
MS-003051,2025-07-28,8266,Market Stall,Closed,Coin,101.77,4.43,6.36,108.13,2025-07-28
MS-003052,2025-07-20,10533,Market Stall,Open,Coin,76.73,2.03,6.99,83.72,2025-07-20
MS-003053,2025-09-23,9753,Market Stall,Closed,Coin,111.51,4.87,9.11,120.63,2025-09-23
MS-003054,2025-09-17,10548,Market Stall,Shipped,Coin,135.09,3.07,9.55,144.64,2025-09-17
MS-003055,2025-09-23,7738,Market Stall,Closed,Coin,149.12,2.67,9.32,158.44,2025-09-23
MS-003056,2025-09-07,8547,Market Stall,Shipped,Coin,105.34,7.81,9.17,114.51,2025-09-07
MS-003057,2025-09-03,8688,Market Stall,Closed,Coin,116.13,7.52,10.31,126.44,2025-09-03
MS-003058,2025-08-04,7523,Market Stall,Shipped,Coin,266.68,6.77,21.71,288.39,2025-08-04
MS-003059,2025-08-17,7312,Market Stall,Closed,Coin,75.17,2.66,5.82,80.99,2025-08-17
MS-003060,2025-09-23,9962,Market Stall,Closed,Coin,148.59,2.42,12.35,160.94,2025-09-23
MS-003061,2025-09-06,8374,Market Stall,Closed,Coin,154.41,4.35,10.72,165.14,2025-09-06
MS-003062,2025-07-10,7276,Market Stall,Closed,Coin,79.45,2.89,5.27,84.73,2025-07-10
MS-003063,2025-07-23,8049,Market Stall,Closed,Coin,160.17,5.83,13.22,173.39,2025-07-23
MS-003064,2025-07-07,7212,Market Stall,Closed,Coin,145.02,7.4,9.06,154.08,2025-07-07
MS-003065,2025-09-11,7533,Market Stall,Shipped,Coin,134.94,4.01,10.2,145.13,2025-09-11
MS-003066,2025-07-23,7082,Market Stall,Closed,Coin,180.55,9.6,11.28,191.83,2025-07-23
MS-003067,2025-09-28,9566,Market Stall,Closed,Coin,112.52,3.14,7.59,120.11,2025-09-28
MS-003068,2025-09-21,10489,Market Stall,Shipped,Coin,82.54,1.65,7.02,89.56,2025-09-21
MS-003069,2025-07-29,9382,Market Stall,Shipped,Coin,129.9,4.6,8.12,138.02,2025-07-29
MS-003070,2025-08-24,10005,Market Stall,Closed,Coin,195.65,9.89,12.56,208.22,2025-08-24
MS-003071,2025-08-13,10009,Market Stall,Shipped,Coin,167.25,6.41,12.38,179.64,2025-08-13
MS-003072,2025-07-26,8928,Market Stall,Closed,Coin,274.67,7.56,18.89,293.56,2025-07-26
MS-003073,2025-09-07,7415,Market Stall,Closed,Coin,68.98,1.6,4.31,73.29,2025-09-07
MS-003074,2025-08-13,8542,Market Stall,Closed,Coin,87.14,1.04,5.45,92.58,2025-08-13
MS-003075,2025-09-30,10024,Market Stall,Shipped,Coin,92.52,2.05,5.78,98.31,2025-09-30
MS-003076,2025-07-23,9899,Market Stall,Shipped,Coin,228.01,10.93,14.54,242.55,2025-07-23
MS-003077,2025-09-18,7420,Market Stall,Closed,Coin,72.22,1.42,5.6,77.82,2025-09-18
MS-003078,2025-08-09,9498,Market Stall,Closed,Coin,289.26,6.89,22.87,312.14,2025-08-09
MS-003079,2025-09-13,8420,Market Stall,Shipped,Coin,109.55,4.96,6.85,116.4,2025-09-13
MS-003080,2025-09-03,9063,Market Stall,Shipped,Coin,110.84,2.19,8.46,119.3,2025-09-03
MS-003081,2025-07-03,10066,Market Stall,Shipped,Coin,79.04,4.52,4.94,83.98,2025-07-03
MS-003082,2025-08-08,7503,Market Stall,Closed,Coin,167.12,6.28,10.57,177.69,2025-08-08
MS-003083,2025-09-15,9705,Market Stall,Open,Coin,44.14,1.28,3.14,47.27,2025-09-15
MS-003084,2025-09-28,10006,Market Stall,Shipped,Coin,122.34,5.46,7.8,130.14,2025-09-28
MS-003085,2025-08-14,9749,Market Stall,Shipped,Coin,183.87,6.59,14.86,198.73,2025-08-14
MS-003086,2025-07-23,7145,Market Stall,Shipped,Coin,269.16,12.76,19.87,289.04,2025-07-23
MS-003087,2025-08-19,7819,Market Stall,Shipped,Coin,72.19,3.59,4.51,76.71,2025-08-19
MS-003088,2025-07-05,7774,Market Stall,Closed,Coin,112.34,5.43,7.02,119.36,2025-07-05
MS-003089,2025-09-27,9087,Market Stall,Shipped,Coin,316.42,19.9,24.61,341.03,2025-09-27
MS-003090,2025-07-02,9667,Market Stall,Closed,Coin,50.59,2.16,3.16,53.75,2025-07-02
MS-003091,2025-07-23,8650,Market Stall,Open,Coin,105.69,4.64,7.32,113.01,2025-07-23
MS-003092,2025-07-15,7347,Market Stall,Shipped,Coin,120.41,5.64,9.96,130.37,2025-07-15
MS-003093,2025-09-08,8426,Market Stall,Open,Coin,87.04,2.03,6.31,93.34,2025-09-08
MS-003094,2025-09-25,10039,Market Stall,Closed,Coin,77.57,3.54,4.85,82.42,2025-09-25
MS-003095,2025-09-14,8394,Market Stall,Closed,Coin,172.71,9.64,12.42,185.13,2025-09-14
MS-003096,2025-09-09,8665,Market Stall,Shipped,Coin,47.93,2.96,3.0,50.93,2025-09-09
MS-003097,2025-09-02,7493,Market Stall,Closed,Coin,193.37,11.45,13.53,206.9,2025-09-02
MS-003098,2025-09-19,9054,Market Stall,Shipped,Coin,34.03,1.08,2.13,36.15,2025-09-19
MS-003099,2025-09-25,8862,Market Stall,Closed,Coin,23.02,1.57,1.44,24.46,2025-09-25
MS-003100,2025-07-23,8231,Market Stall,Open,Coin,148.17,6.99,11.19,159.36,2025-07-23
MS-003101,2025-08-25,7382,Market Stall,Shipped,Coin,190.99,7.51,16.56,207.55,2025-08-25
MS-003102,2025-09-27,7693,Market Stall,Closed,Coin,54.46,3.4,4.3,58.77,2025-09-27
MS-003103,2025-09-06,9699,Market Stall,Shipped,Coin,211.23,9.36,19.22,230.46,2025-09-06
MS-003104,2025-09-14,9144,Market Stall,Shipped,Coin,33.27,1.36,2.08,35.35,2025-09-14
MS-003105,2025-07-12,9219,Market Stall,Shipped,Coin,230.93,15.74,17.74,248.66,2025-07-12
MS-003106,2025-07-17,10515,Market Stall,Closed,Coin,148.1,4.57,11.14,159.24,2025-07-17
MS-003107,2025-08-15,8349,Market Stall,Closed,Coin,139.1,5.37,8.69,147.79,2025-08-15
MS-003108,2025-09-06,8287,Market Stall,Closed,Coin,276.87,6.23,24.39,301.26,2025-09-06
MS-003109,2025-08-13,9559,Market Stall,Closed,Coin,117.6,7.24,7.71,125.31,2025-08-13
MS-003110,2025-09-17,8082,Market Stall,Closed,Coin,73.04,3.48,6.94,79.98,2025-09-17
MS-003111,2025-08-15,9540,Market Stall,Shipped,Coin,70.65,3.33,5.74,76.39,2025-08-15
MS-003112,2025-07-12,9426,Market Stall,Closed,Coin,145.73,6.95,9.55,155.28,2025-07-12
MS-003113,2025-07-25,10361,Market Stall,Shipped,Coin,113.96,3.12,7.12,121.08,2025-07-25
MS-003114,2025-08-24,7861,Market Stall,Shipped,Coin,120.0,6.25,7.9,127.9,2025-08-24
MS-003115,2025-07-25,9120,Market Stall,Closed,Coin,47.94,2.34,3.33,51.27,2025-07-25
MS-003116,2025-09-15,10028,Market Stall,Open,Coin,151.43,6.39,11.16,162.59,2025-09-15
MS-003117,2025-08-15,9828,Market Stall,Shipped,Coin,100.29,6.09,6.27,106.56,2025-08-15
MS-003118,2025-07-25,8139,Market Stall,Open,Coin,116.07,7.32,8.12,124.19,2025-07-25
MS-003119,2025-08-06,7069,Market Stall,Closed,Coin,71.92,0.79,4.5,76.42,2025-08-06
MS-003120,2025-09-27,8013,Market Stall,Closed,Coin,151.25,4.58,9.45,160.7,2025-09-27
MS-003121,2025-08-07,10249,Market Stall,Closed,Coin,214.96,12.12,15.04,230.0,2025-08-07
MS-003122,2025-07-02,8629,Market Stall,Closed,Coin,149.82,7.52,12.68,162.5,2025-07-02
MS-003123,2025-09-23,9692,Market Stall,Open,Coin,198.05,9.94,14.35,212.4,2025-09-23
MS-003124,2025-08-01,8102,Market Stall,Open,Coin,142.69,3.87,11.51,154.2,2025-08-01
MS-003125,2025-09-25,9885,Market Stall,Closed,Coin,56.52,2.86,4.65,61.17,2025-09-25
MS-003126,2025-09-22,8108,Market Stall,Open,Coin,203.05,9.62,15.58,218.63,2025-09-22
MS-003127,2025-08-26,10141,Market Stall,Closed,Coin,131.73,4.92,8.23,139.96,2025-08-26
MS-003128,2025-08-17,8852,Market Stall,Open,Coin,48.86,2.19,3.05,51.92,2025-08-17
MS-003129,2025-08-21,8604,Market Stall,Shipped,Coin,95.07,1.67,9.15,104.22,2025-08-21
MS-003130,2025-09-13,9730,Market Stall,Closed,Coin,86.89,2.27,6.37,93.26,2025-09-13
MS-003131,2025-08-12,7420,Market Stall,Closed,Coin,140.61,4.53,10.56,151.16,2025-08-12
MS-003132,2025-09-13,10261,Market Stall,Closed,Coin,277.53,16.11,20.75,298.29,2025-09-13
MS-003133,2025-08-14,8600,Market Stall,Shipped,Coin,122.77,2.41,7.67,130.44,2025-08-14
MS-003134,2025-08-27,9028,Market Stall,Shipped,Coin,171.49,7.77,14.57,186.06,2025-08-27
MS-003135,2025-09-01,8073,Market Stall,Shipped,Coin,394.76,14.84,36.89,431.65,2025-09-01
MS-003136,2025-07-06,7206,Market Stall,Closed,Coin,96.0,5.35,7.79,103.79,2025-07-06
MS-003137,2025-09-14,9832,Market Stall,Shipped,Coin,290.49,12.54,19.29,309.78,2025-09-14
MS-003138,2025-09-10,7790,Market Stall,Open,Coin,145.5,4.51,9.09,154.59,2025-09-10
MS-003139,2025-08-07,8814,Market Stall,Open,Coin,87.71,4.81,5.48,93.19,2025-08-07
MS-003140,2025-08-22,8582,Market Stall,Shipped,Coin,109.6,3.34,7.36,116.96,2025-08-22
MS-003141,2025-07-26,10304,Market Stall,Shipped,Coin,81.75,4.2,5.11,86.85,2025-07-26
MS-003142,2025-07-19,7198,Market Stall,Shipped,Coin,152.75,4.88,9.55,162.3,2025-07-19
MS-003143,2025-07-14,8200,Market Stall,Open,Coin,109.06,6.31,9.03,118.09,2025-07-14
MS-003144,2025-09-29,10074,Market Stall,Shipped,Coin,209.79,14.27,19.8,229.59,2025-09-29
MS-003145,2025-08-24,9837,Market Stall,Open,Coin,240.76,6.61,20.77,261.54,2025-08-24
MS-003146,2025-07-22,9379,Market Stall,Open,Coin,80.29,5.09,6.49,86.78,2025-07-22
MS-003147,2025-08-06,8380,Market Stall,Open,Coin,134.68,7.62,9.89,144.57,2025-08-06
MS-003148,2025-08-29,7147,Market Stall,Shipped,Coin,97.97,5.76,6.12,104.09,2025-08-29
MS-003149,2025-08-10,7808,Market Stall,Shipped,Coin,259.77,10.92,22.67,282.44,2025-08-10
MS-003150,2025-08-31,7481,Market Stall,Open,Coin,81.63,3.85,6.09,87.72,2025-08-31
MS-003151,2025-09-09,9685,Market Stall,Shipped,Coin,92.65,4.02,5.79,98.44,2025-09-09
MS-003152,2025-08-04,9103,Market Stall,Open,Coin,153.41,7.19,9.59,163.0,2025-08-04
MS-003153,2025-09-05,7589,Market Stall,Closed,Coin,143.24,6.44,9.44,152.67,2025-09-05
MS-003154,2025-09-04,7948,Market Stall,Shipped,Coin,103.09,5.4,6.44,109.53,2025-09-04
MS-003155,2025-08-16,10133,Market Stall,Shipped,Coin,75.22,3.5,4.7,79.92,2025-08-16
MS-003156,2025-07-25,8974,Market Stall,Closed,Coin,115.96,4.66,7.25,123.2,2025-07-25
MS-003157,2025-07-26,7394,Market Stall,Closed,Coin,125.01,3.94,7.81,132.82,2025-07-26
MS-003158,2025-09-21,8629,Market Stall,Shipped,Coin,293.31,12.79,19.5,312.8,2025-09-21
MS-003159,2025-07-27,7521,Market Stall,Closed,Coin,23.01,0.2,1.44,24.45,2025-07-27
MS-003160,2025-08-02,9338,Market Stall,Closed,Coin,117.93,4.88,10.04,127.97,2025-08-02
MS-003161,2025-08-26,8949,Market Stall,Closed,Coin,112.57,4.38,7.19,119.76,2025-08-26
MS-003162,2025-08-02,10066,Market Stall,Open,Coin,193.25,11.91,13.97,207.22,2025-08-02
MS-003163,2025-07-27,10417,Market Stall,Shipped,Coin,77.97,2.82,5.99,83.96,2025-07-27
MS-003164,2025-08-04,8211,Market Stall,Closed,Coin,93.51,5.5,7.34,100.84,2025-08-04
